Date,Region,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2022-10-07,BOL,14690530,7361008,6160585,2167589
2022-10-07,BRA,473061343,187376439,172307814,118811893
2022-10-07,BRB,379843,163649,154688,61506
2022-10-07,BRN,1278500,450060,445424,337552
2022-10-07,BTN,,,,
2022-10-07,BWA,,,,
2022-10-07,CAF,,,,
2022-10-07,CAN,90665634,33436926,31591905,25636803
2022-10-07,CHE,16027334,6092827,,4043275
2022-10-07,CHL,62424530,18072056,17682676,27244514
2022-10-07,CHN,3437347000,,,
2022-10-07,CIV,,,,
2022-10-07,CMR,,,,
2022-10-07,COD,,,,
2022-10-07,COK,,,,
2022-10-07,COL,88720602,42759702,36670153,14115363
2022-10-07,CRI,12033083,4476191,4210411,2591748
2022-10-07,CUB,42138171,10705910,9994675,8595191
2022-10-07,CUW,255810,108513,99877,47420
2022-10-07,CYM,149153,61787,60341,
2022-10-07,CYP,,,,
2022-10-07,CZE,18157253,6974799,6890162,4703610
2022-10-07,DEU,186376100,64819186,63505183,60261288
2022-10-07,DJI,,,,
2022-10-07,DMA,67647,32995,30659,3993
2022-10-07,DNK,13696461,4744503,4709333,3594838
2022-10-07,DOM,16050053,7284565,6049665,2471865
2022-10-07,ECU,,,,
2022-10-07,EGY,,,,
2022-10-07,ESP,,,,
2022-10-07,EST,2059058,867165,859580,548870
2022-10-07,ETH,,,,
2022-10-07,FIN,,,,
2022-10-07,FJI,,,,
2022-10-07,FRA,150260204,54606011,53100782,43635602
2022-10-07,GAB,,,,
2022-10-07,GEO,,,,
2022-10-07,GHA,,,,
2022-10-07,GIB,,,,
2022-10-07,GIN,,,,
2022-10-07,GMB,,,,
2022-10-07,GNB,,,,
2022-10-07,GRC,21471833,7928804,7638929,6481865
2022-10-07,GRD,,,,
2022-10-07,GTM,19725770,8807286,6921739,3996745
2022-10-07,GUY,,,,
2022-10-07,HKG,19581931,6878287,6712773,5990871
2022-10-07,HND,,,,
2022-10-07,HRV,5308463,2318680,2248860,
2022-10-07,HTI,,,,
2022-10-07,HUN,,,,
2022-10-07,IDN,,,,
2022-10-07,IND,2188865321,1026475997,948783217,213606107
2022-10-07,IRL,11073473,4105506,4060350,3148912
2022-10-07,IRN,,,,
2022-10-07,IRQ,,,,
2022-10-07,ISR,18273431,6721063,6157049,5395319
2022-10-07,ITA,141103822,50914950,47927898,43770315
2022-10-07,JAM,,,,
2022-10-07,JPN,326490040,104263096,102906236,119320708
2022-10-07,KAZ,,10837073,10596048,
2022-10-07,KEN,,,,
2022-10-07,KGZ,3268151,1607112,1342969,
2022-10-07,KHM,,15201762,14557730,10212944
2022-10-07,KIR,,,,
2022-10-07,KNA,,,,
2022-10-07,KOR,129388556,44751826,44330843,41096261
2022-10-07,KWT,,,,
2022-10-07,LBN,,,,
2022-10-07,LBR,,,,
2022-10-07,LBY,,,,
2022-10-07,LCA,,,,7859
2022-10-07,LIE,71468,26758,,19305
2022-10-07,LKA,,,,
2022-10-07,LSO,,,,
2022-10-07,LTU,4505153,1955436,1878969,940017
2022-10-07,LUX,1350725,481720,,435812
2022-10-07,MAC,,,,
2022-10-07,MAR,,,,
2022-10-07,MDA,,,,
2022-10-07,MDG,,,,
2022-10-07,MDV,,,,
2022-10-07,MEX,223158993,97179493,81849962,57014052
2022-10-07,MKD,,,,
2022-10-07,MLI,,,,
2022-10-07,MLT,1335687,478056,470917,
2022-10-07,MMR,,,,
2022-10-07,MOZ,,,,
2022-10-07,MRT,,,,
2022-10-07,MSR,4564,2104,1950,510
2022-10-07,MUS,,,,
2022-10-07,MWI,,,,
2022-10-07,MYS,72172290,28110949,27521950,16757606
2022-10-07,NAM,,,,
2022-10-07,NCL,,,,
2022-10-07,NER,,,,
2022-10-07,NGA,,,,
2022-10-07,NIC,11846891,6083967,5762924,
2022-10-07,NIU,,,,
2022-10-07,NLD,36834505,12573645,11761715,9222571
2022-10-07,NOR,12021714,4346235,4053687,3621792
2022-10-07,NPL,,,,
2022-10-07,NRU,,,,
2022-10-07,NZL,11789101,4297434,4133321,3358346
2022-10-07,OMN,,,,
2022-10-07,PAK,,,,
2022-10-07,PAN,,,,
2022-10-07,PER,84727325,29909661,28271637,26546027
2022-10-07,PHL,,,,
2022-10-07,PNG,,,,
2022-10-07,POL,57002766,22791478,22564559,14474793
2022-10-07,PRT,25950153,9782193,8897345,6958068
2022-10-07,PRY,9398544,3964564,3514444,1919536
2022-10-07,PSE,,,,
2022-10-07,PYF,,,,
2022-10-07,QAT,,,,
2022-10-07,ROU,,,,
2022-10-07,RUS,178849380,85327907,77262574,18497693
2022-10-07,RWA,,,,
2022-10-07,SAU,,,,
2022-10-07,SDN,,,,
2022-10-07,SEN,,,,
2022-10-07,SGP,14703194,5135564,5091167,4420659
2022-10-07,SLB,,,,
2022-10-07,SLE,,,,
2022-10-07,SOM,,,,
2022-10-07,SSD,,,,
2022-10-07,STP,,,,
2022-10-07,SWE,,,,
2022-10-07,SWZ,,,,
2022-10-07,SXM,65324,29788,26515,9021
2022-10-07,SYC,,,,
2022-10-07,SYR,,,,
2022-10-07,TCA,,,,
2022-10-07,TCD,,,,
2022-10-07,TGO,,,,
2022-10-07,TJK,,,,
2022-10-07,TKL,,,,
2022-10-07,TKM,,,,
2022-10-07,TLS,,,,
2022-10-07,TON,,,,
2022-10-07,TUN,,,,
2022-10-07,TUR,152363561,57930744,53164849,41267968
2022-10-07,TUV,,,,
2022-10-07,TZA,,,,
2022-10-07,UGA,,,,
2022-10-07,UKR,,,,
2022-10-07,URY,8764840,3008724,2900493,2855623
2022-10-07,USA,631412942,264857570,226840259,
2022-10-07,UZB,,,,
2022-10-07,VCT,72849,37276,31398,4175
2022-10-07,VEN,,,,
2022-10-07,VNM,,,,
2022-10-07,VUT,,,,
2022-10-07,WLF,,,,
2022-10-07,WSM,,,,
2022-10-07,YEM,,,,
2022-10-07,ZAF,37673007,22342540,19413509,3750784
2022-10-07,ZMB,,,,
2022-10-07,ZWE,,,,
2022-10-08,ABW,,,,
2022-10-08,AFG,,,,
2022-10-08,AGO,,,,
2022-10-08,AIA,,,,
2022-10-08,ALB,,,,
2022-10-08,AND,,,,
2022-10-08,ARG,109920564,41359095,34749626,31027471
2022-10-08,ARM,,,,
2022-10-08,AUS,,,,
2022-10-08,AUT,,,,
2022-10-08,BDI,,,,
2022-10-08,BEL,28127939,9254000,9158446,10239992
2022-10-08,BEN,,,,
2022-10-08,BFA,,,,
2022-10-08,BGD,,,,
2022-10-08,BGR,4557616,,2072237,
2022-10-08,BHR,3471825,1240684,1226150,1004991
2022-10-08,BHS,,,,
2022-10-08,BLR,,,,
2022-10-08,BLZ,,,,
2022-10-08,BRA,473061574,187376439,172308045,118811893
2022-10-08,BRB,,,,
2022-10-08,BRN,,,,
2022-10-08,BTN,,,,
2022-10-08,BWA,,,,
2022-10-08,CAF,,,,
2022-10-08,CAN,90800849,33447099,31597124,25756626
2022-10-08,CHE,16027650,6092835,,4043549
2022-10-08,CHL,62425539,18072099,17682730,27245426
2022-10-08,CHN,3437442000,,,
2022-10-08,CIV,,,,
2022-10-08,CMR,,,,
2022-10-08,COD,,,,
2022-10-08,COK,,,,
2022-10-08,COL,,,,
2022-10-08,CRI,,,,
2022-10-08,CUB,42142075,10706053,9994759,8596434
2022-10-08,CUW,,,,
2022-10-08,CYM,,,,
2022-10-08,CYP,,,,
2022-10-08,CZE,18158372,6974815,6890168,4704707
2022-10-08,DEU,186407598,64819612,63505714,60287884
2022-10-08,DJI,,,,
2022-10-08,DNK,,,,
2022-10-08,DOM,16051253,7284720,6049955,2472261
2022-10-08,ECU,,,,
2022-10-08,EGY,,,,
2022-10-08,ESP,,,,
2022-10-08,EST,2059249,867182,859595,549053
2022-10-08,ETH,,,,
2022-10-08,FIN,,,,
2022-10-08,FJI,,,,
2022-10-08,FRA,150271164,54606367,53101306,43645686
2022-10-08,GAB,,,,
2022-10-08,GEO,,,,
2022-10-08,GHA,,,,
2022-10-08,GIB,,,,
2022-10-08,GIN,,,,
2022-10-08,GMB,,,,
2022-10-08,GNB,,,,
2022-10-08,GRC,21472921,7928815,7638938,6482934
2022-10-08,GRD,,,,
2022-10-08,GTM,,,,
2022-10-08,GUY,,,,
2022-10-08,HKG,19600289,6879216,6715141,6005932
2022-10-08,HND,,,,
2022-10-08,HRV,5309050,2318692,2248872,
2022-10-08,HTI,,,,
2022-10-08,HUN,,,,
2022-10-08,IDN,,,,
2022-10-08,IND,2189375345,1026498766,948860632,214015947
2022-10-08,IRL,11073672,4105543,4060379,3149045
2022-10-08,IRN,,,,
2022-10-08,IRQ,,,,
2022-10-08,ISR,18273434,6721064,6157050,5395320
2022-10-08,ITA,141130479,50915128,47928090,43796698
2022-10-08,JAM,,,,
2022-10-08,JPN,326802759,104266971,102911899,119623889
2022-10-08,KAZ,,,,
2022-10-08,KEN,,,,
2022-10-08,KGZ,3268381,1607201,1343022,
2022-10-08,KHM,,,,
2022-10-08,KIR,,,,
2022-10-08,KNA,,,,
2022-10-08,KOR,129392586,44752016,44331227,41099717
2022-10-08,KWT,,,,
2022-10-08,LBN,,,,
2022-10-08,LBR,,,,
2022-10-08,LBY,,,,
2022-10-08,LCA,,,,
2022-10-08,LIE,,,,
2022-10-08,LKA,,,,
2022-10-08,LSO,,,,
2022-10-08,LTU,4505154,1955436,1878969,940018
2022-10-08,LUX,1350862,481720,,435947
2022-10-08,MAC,,,,
2022-10-08,MAR,,,,
2022-10-08,MDA,,,,
2022-10-08,MDG,,,,
2022-10-08,MDV,,,,
2022-10-08,MKD,,,,
2022-10-08,MLI,,,,
2022-10-08,MLT,1335706,478060,470924,
2022-10-08,MMR,,,,
2022-10-08,MOZ,,,,
2022-10-08,MRT,,,,
2022-10-08,MSR,,,,
2022-10-08,MUS,,,,
2022-10-08,MWI,,,,
2022-10-08,MYS,72173874,28111195,27522535,16758359
2022-10-08,NAM,,,,
2022-10-08,NCL,,,,
2022-10-08,NER,,,,
2022-10-08,NGA,,,,
2022-10-08,NIC,,,,
2022-10-08,NIU,,,,
2022-10-08,NLD,,,,
2022-10-08,NOR,12021950,4346236,4053689,3622025
2022-10-08,NPL,,,,
2022-10-08,NRU,,,,
2022-10-08,NZL,11790345,4297451,4133399,3359495
2022-10-08,OMN,,,,
2022-10-08,PAK,297783703,139432456,,45018146
2022-10-08,PAN,,,,
2022-10-08,PER,84740437,29911102,28272499,26556836
2022-10-08,PHL,,,,
2022-10-08,PNG,,,,
2022-10-08,POL,57013852,22791599,22564737,14485606
2022-10-08,PRT,,,,
2022-10-08,PRY,,,,
2022-10-08,PSE,,,,
2022-10-08,PYF,,,,
2022-10-08,QAT,,,,
2022-10-08,ROU,,,,
2022-10-08,RUS,,,,
2022-10-08,RWA,,,,
2022-10-08,SAU,,,,
2022-10-08,SDN,,,,
2022-10-08,SEN,,,,
2022-10-08,SGP,14704663,5135648,5091329,4421876
2022-10-08,SLB,,,,
2022-10-08,SLE,,,,
2022-10-08,SOM,,,,
2022-10-08,SSD,,,,
2022-10-08,STP,,,,
2022-10-08,SWE,,,,
2022-10-08,SWZ,,,,
2022-10-08,SXM,,,,
2022-10-08,SYC,,,,
2022-10-08,SYR,,,,
2022-10-08,TCA,,,,
2022-10-08,TCD,,,,
2022-10-08,TGO,,,,
2022-10-08,TJK,,,,
2022-10-08,TKL,,,,
2022-10-08,TKM,,,,
2022-10-08,TLS,,,,
2022-10-08,TON,,,,
2022-10-08,TUN,,,,
2022-10-08,TUR,152365572,57930829,53164980,41269763
2022-10-08,TUV,,,,
2022-10-08,TZA,,,,
2022-10-08,UGA,,,,
2022-10-08,UKR,,,,
2022-10-08,URY,8764863,3008725,2900495,2855643
2022-10-08,USA,631823057,264895795,226870720,
2022-10-08,UZB,,,,
2022-10-08,VCT,,,,
2022-10-08,VEN,,,,
2022-10-08,VNM,,,,
2022-10-08,VUT,,,,
2022-10-08,WLF,,,,
2022-10-08,WSM,,,,
2022-10-08,YEM,,,,
2022-10-08,ZAF,37678611,22344759,19415769,3752886
2022-10-08,ZMB,,,,
2022-10-08,ZWE,,,,
2022-10-09,ABW,,,,
2022-10-09,AFG,,,,
2022-10-09,AGO,22696229,14220830,7814121,1127156
2022-10-09,AIA,,,,
2022-10-09,ALB,,,,
2022-10-09,AND,,,,
2022-10-09,ARG,109921353,41359151,34749651,31028143
2022-10-09,ARM,,,,
2022-10-09,AUS,,,,
2022-10-09,AUT,,,,
2022-10-09,BDI,24236,22314,21729,47
2022-10-09,BEL,28130296,9254000,9158448,10242345
2022-10-09,BEN,,,,
2022-10-09,BFA,,,,
2022-10-09,BGD,,,,
2022-10-09,BGR,4557631,,2072237,
2022-10-09,BHR,3471858,1240687,1226153,1005018
2022-10-09,BHS,,,,
2022-10-09,BLR,,,,
2022-10-09,BLZ,,,,
2022-10-09,BRA,473061603,187376439,172308074,118811893
2022-10-09,BRB,,,,
2022-10-09,BRN,,,,
2022-10-09,BTN,2007661,698608,677415,631638
2022-10-09,BWA,,,,
2022-10-09,CAF,,,,
2022-10-09,CAN,90819917,33447500,31597863,25774554
2022-10-09,CHE,,,,
2022-10-09,CHL,62425610,18072103,17682732,27245491
2022-10-09,CHN,3437516000,,,
2022-10-09,CIV,,,,
2022-10-09,CMR,1901047,1615128,1263716,61387
2022-10-09,COD,6020452,5596451,,
2022-10-09,COK,,,,
2022-10-09,COL,,,,
2022-10-09,CRI,,,,
2022-10-09,CUB,42142270,10706061,9994771,8596502
2022-10-09,CUW,,,,
2022-10-09,CYM,,,,
2022-10-09,CYP,,,,
2022-10-09,CZE,18158556,6974815,6890169,4704890
2022-10-09,DEU,186416466,64819875,63505970,60295147
2022-10-09,DJI,,,,
2022-10-09,DNK,,,,
2022-10-09,DOM,16052021,7284863,6050117,2472472
2022-10-09,ECU,,,,
2022-10-09,EGY,,,,
2022-10-09,ESP,,,,
2022-10-09,EST,2059316,867190,859605,549113
2022-10-09,ETH,,,,
2022-10-09,FIN,,,,
2022-10-09,FJI,,,,
2022-10-09,FRA,150273340,54606476,53101449,43647610
2022-10-09,GAB,,,,
2022-10-09,GEO,,,,
2022-10-09,GHA,20152826,11753461,8674764,2236453
2022-10-09,GIB,,,,
2022-10-09,GIN,,,,
2022-10-09,GMB,,,,
2022-10-09,GNB,,,,
2022-10-09,GRC,21472967,7928816,7638939,6482978
2022-10-09,GRD,,,,
2022-10-09,GTM,,,,
2022-10-09,GUY,,,,
2022-10-09,HKG,19608544,6879586,6716167,6012791
2022-10-09,HND,,,,
2022-10-09,HRV,5309052,2318692,2248872,
2022-10-09,HTI,,,,
2022-10-09,HUN,,,,
2022-10-09,IDN,,,,
2022-10-09,IND,2189790426,1026515438,948925816,214349172
2022-10-09,IRL,11074133,4105545,4060382,3149501
2022-10-09,IRN,,65063096,58454446,
2022-10-09,IRQ,,,,
2022-10-09,ISR,18275528,6721071,6157072,5397385
2022-10-09,ITA,141134212,50915132,47928098,43800424
2022-10-09,JAM,,,,
2022-10-09,JPN,326919856,104268049,102912850,119738957
2022-10-09,KAZ,,,,
2022-10-09,KEN,,,,
2022-10-09,KGZ,3269186,1607490,1343210,
2022-10-09,KHM,,,,
2022-10-09,KIR,,,,
2022-10-09,KNA,,,,
2022-10-09,KOR,129392663,44752017,44331234,41099786
2022-10-09,KWT,,,,
2022-10-09,LBN,,,,
2022-10-09,LBR,4061384,3634393,3437215,1987
2022-10-09,LBY,,,,
2022-10-09,LCA,,,,
2022-10-09,LIE,,,,
2022-10-09,LKA,40006499,17132058,14693036,8181405
2022-10-09,LSO,,,,
2022-10-09,LTU,4505162,1955436,1878970,940022
2022-10-09,LUX,,,,
2022-10-09,MAC,,,,
2022-10-09,MAR,,,,
2022-10-09,MDA,,,,
2022-10-09,MDG,1999667,1698424,1629830,
2022-10-09,MDV,,,,
2022-10-09,MKD,1861953,854335,837932,161328
2022-10-09,MLI,3358891,2456492,1926865,
2022-10-09,MLT,,,,
2022-10-09,MMR,,,,
2022-10-09,MOZ,,13530206,13115491,
2022-10-09,MRT,3252274,2006570,1424954,294874
2022-10-09,MSR,,,,
2022-10-09,MUS,2609428,1039411,1002616,
2022-10-09,MWI,5619203,3748590,2949082,197226
2022-10-09,MYS,72174345,28111268,27522667,16758625
2022-10-09,NAM,958674,593597,516624,
2022-10-09,NCL,,,,
2022-10-09,NER,,,,
2022-10-09,NGA,80602232,54918846,42076663,4699837
2022-10-09,NIC,,,,
2022-10-09,NIU,,,,
2022-10-09,NLD,,,,
2022-10-09,NOR,12021961,4346236,4053689,3622036
2022-10-09,NPL,,,,
2022-10-09,NRU,,,,
2022-10-09,NZL,11790718,4297456,4133434,3359828
2022-10-09,OMN,7084586,,3048323,779165
2022-10-09,PAK,,,,
2022-10-09,PAN,,,,
2022-10-09,PER,84750668,29912030,28273092,26565546
2022-10-09,PHL,,,,
2022-10-09,PNG,,,,
2022-10-09,POL,57015674,22791645,22564851,14487283
2022-10-09,PRT,,,,
2022-10-09,PRY,,,,
2022-10-09,PSE,,,,
2022-10-09,PYF,,,,
2022-10-09,QAT,,,,
2022-10-09,ROU,,,,
2022-10-09,RUS,,,,
2022-10-09,RWA,26106436,9177634,8954048,5562376
2022-10-09,SAU,,,,
2022-10-09,SDN,,,,
2022-10-09,SEN,,,,
2022-10-09,SGP,14705066,5135677,5091398,4422179
2022-10-09,SLB,,,,
2022-10-09,SLE,,,,
2022-10-09,SOM,,,,
2022-10-09,SSD,2169761,2119471,2077492,
2022-10-09,STP,227603,127399,103440,32393
2022-10-09,SWE,24505421,7766341,7583441,8674060
2022-10-09,SWZ,,,,
2022-10-09,SXM,,,,
2022-10-09,SYC,,,,
2022-10-09,SYR,,,,
2022-10-09,TCA,,,,
2022-10-09,TCD,,,,
2022-10-09,TGO,3295699,2169182,1440469,134899
2022-10-09,TJK,,,,
2022-10-09,TKL,,,,
2022-10-09,TKM,,,,
2022-10-09,TLS,,,,
2022-10-09,TON,,,,
2022-10-09,TUN,,,,
2022-10-09,TUR,152366798,57930884,53165045,41270869
2022-10-09,TUV,,,,
2022-10-09,TZA,28091873,23687636,21723603,
2022-10-09,UGA,25783131,18867075,12765601,431349
2022-10-09,UKR,,,,
2022-10-09,URY,8764866,3008725,2900495,2855646
2022-10-09,USA,632045454,264919112,226887995,
2022-10-09,UZB,69218586,21037140,17201955,14334007
2022-10-09,VCT,,,,
2022-10-09,VEN,,,,
2022-10-09,VNM,,,,
2022-10-09,VUT,,,,
2022-10-09,WLF,,,,
2022-10-09,WSM,,,,
2022-10-09,YEM,,,,
2022-10-09,ZAF,37679258,22345016,19416039,3753119
2022-10-09,ZMB,,,,
2022-10-09,ZWE,12222754,6437808,4751270,1033676
2022-10-10,ABW,173544,89874,83670,
2022-10-10,AFG,,,,
2022-10-10,AGO,,,,
2022-10-10,AIA,,,,
2022-10-10,ALB,,,,
2022-10-10,AND,,,,
2022-10-10,ARG,109922627,41359273,34749762,31029160
2022-10-10,ARM,,,,
2022-10-10,AUS,,,,
2022-10-10,AUT,,,,
2022-10-10,BDI,,,,
2022-10-10,BEL,28213824,9254088,9158501,10325768
2022-10-10,BEN,,,,
2022-10-10,BFA,,,,
2022-10-10,BGD,,,,
2022-10-10,BGR,4558677,,2072327,
2022-10-10,BHR,3471946,1240697,1226163,1005086
2022-10-10,BHS,,,,
2022-10-10,BLR,,,,
2022-10-10,BLZ,,,,
2022-10-10,BRA,473062582,187377009,172308483,118811893
2022-10-10,BRB,,,,
2022-10-10,BRN,,,,
2022-10-10,BTN,,,,
2022-10-10,BWA,,,,
2022-10-10,CAF,,,,
2022-10-10,CAN,90871133,33469046,31599497,25802590
2022-10-10,CHE,16046675,6092863,,4061951
2022-10-10,CHL,62425772,18072109,17682743,27245636
2022-10-10,CHN,3437619000,,,
2022-10-10,CIV,,,,
2022-10-10,CMR,,,,
2022-10-10,COD,,,,
2022-10-10,COK,,,,
2022-10-10,COL,,,,
2022-10-10,CRI,,,,
2022-10-10,CUB,,,,
2022-10-10,CUW,,,,
2022-10-10,CYM,,,,
2022-10-10,CYP,,,,
2022-10-10,CZE,18168721,6974873,6890239,4714930
2022-10-10,DEU,186475589,64820531,63506767,60344504
2022-10-10,DJI,267794,247171,226804,
2022-10-10,DNK,,,,
2022-10-10,DOM,,,,
2022-10-10,ECU,,,,
2022-10-10,EGY,,,,
2022-10-10,ESP,,,,
2022-10-10,EST,2059953,867204,859622,549737
2022-10-10,ETH,,,,
2022-10-10,FIN,,,,
2022-10-10,FJI,1543747,710419,638965,167300
2022-10-10,FRA,150298188,54606985,53102296,43671107
2022-10-10,GAB,,,,
2022-10-10,GEO,,,,
2022-10-10,GHA,,,,
2022-10-10,GIB,,,,
2022-10-10,GIN,,,,
2022-10-10,GMB,,,,
2022-10-10,GNB,,,,
2022-10-10,GRC,21482656,7928983,7639103,6492429
2022-10-10,GRD,,,,
2022-10-10,GTM,,,,
2022-10-10,GUY,,,,
2022-10-10,HKG,19623220,6880206,6717460,6025554
2022-10-10,HND,,,,
2022-10-10,HRV,,,,
2022-10-10,HTI,,,,
2022-10-10,HUN,,,,
2022-10-10,IDN,438885586,,170841144,63783243
2022-10-10,IND,2190007323,1026521598,948948712,214537013
2022-10-10,IRL,11074892,4105580,4060398,3150209
2022-10-10,IRN,,,,
2022-10-10,IRQ,,,,
2022-10-10,ISR,18275598,6721076,6157074,5397448
2022-10-10,ITA,141177148,50915305,47928299,43843245
2022-10-10,JAM,1493518,834720,734016,44819
2022-10-10,JPN,326951984,104268197,102913015,119770772
2022-10-10,KAZ,,10837933,10597397,
2022-10-10,KEN,,,,
2022-10-10,KGZ,3271463,1608190,1343749,
2022-10-10,KHM,,,,
2022-10-10,KIR,178382,93685,70464,14233
2022-10-10,KNA,,,,
2022-10-10,KOR,129393564,44752058,44331296,41100585
2022-10-10,KWT,,,,
2022-10-10,LBN,5789338,2730630,2406354,652354
2022-10-10,LBR,,,,
2022-10-10,LBY,,,,
2022-10-10,LCA,,,,
2022-10-10,LIE,71705,26758,,19542
2022-10-10,LKA,,,,
2022-10-10,LSO,,,,
2022-10-10,LTU,4505701,1955452,1878987,940083
2022-10-10,LUX,1351091,481723,,436173
2022-10-10,MAC,,,,
2022-10-10,MAR,,,,
2022-10-10,MDA,,,,
2022-10-10,MDG,,,,
2022-10-10,MDV,951141,399120,385002,167019
2022-10-10,MKD,,,,
2022-10-10,MLI,,,,
2022-10-10,MLT,1335778,478087,470943,
2022-10-10,MMR,,,,
2022-10-10,MOZ,,,,
2022-10-10,MRT,,,,
2022-10-10,MSR,,,,
2022-10-10,MUS,,,,
2022-10-10,MWI,,,,
2022-10-10,MYS,72175029,28111328,27522795,16759121
2022-10-10,NAM,,,,
2022-10-10,NCL,469378,191595,184049,93734
2022-10-10,NER,,,,
2022-10-10,NGA,,,,
2022-10-10,NIC,,,,
2022-10-10,NIU,,,,
2022-10-10,NLD,,,,
2022-10-10,NOR,12025532,4346258,4053717,3625557
2022-10-10,NPL,,,,
2022-10-10,NRU,,,,
2022-10-10,NZL,11792885,4297494,4133516,3361875
2022-10-10,OMN,,,,
2022-10-10,PAK,,,,
2022-10-10,PAN,,,,
2022-10-10,PER,84775959,29915449,28274642,26585868
2022-10-10,PHL,,,,
2022-10-10,PNG,673966,353277,293579,27110
2022-10-10,POL,,,,
2022-10-10,PRT,,,,
2022-10-10,PRY,,,,
2022-10-10,PSE,,,,
2022-10-10,PYF,,,,111840
2022-10-10,QAT,,,,
2022-10-10,ROU,,,,
2022-10-10,RUS,178920360,85355046,77293698,18510410
2022-10-10,RWA,,,,
2022-10-10,SAU,,,,
2022-10-10,SDN,,,,
2022-10-10,SEN,,,,
2022-10-10,SGP,14706260,5135745,5091518,4423183
2022-10-10,SLB,,,,
2022-10-10,SLE,,,,
2022-10-10,SOM,,,,
2022-10-10,SSD,,,,
2022-10-10,STP,,,,
2022-10-10,SWE,,,,
2022-10-10,SWZ,,,,
2022-10-10,SXM,,,,
2022-10-10,SYC,,,,
2022-10-10,SYR,,,,
2022-10-10,TCA,,,,
2022-10-10,TCD,,,,
2022-10-10,TGO,,,,
2022-10-10,TJK,,,,
2022-10-10,TKL,,,,
2022-10-10,TKM,,,,
2022-10-10,TLS,,,,
2022-10-10,TON,,,,
2022-10-10,TUN,,,,
2022-10-10,TUR,152374837,57931293,53165414,41278130
2022-10-10,TUV,,,,
2022-10-10,TZA,,,,
2022-10-10,UGA,,,,
2022-10-10,UKR,,,,
2022-10-10,URY,8764870,3008726,2900496,2855648
2022-10-10,USA,632787018,264984408,226942051,
2022-10-10,UZB,,,,
2022-10-10,VCT,,,,
2022-10-10,VEN,,,,
2022-10-10,VNM,,,,
2022-10-10,VUT,,,,
2022-10-10,WLF,16782,,,3201
2022-10-10,WSM,448276,191084,177521,78675
2022-10-10,YEM,,,,
2022-10-10,ZAF,37679458,22345080,19416147,3753184
2022-10-10,ZMB,,,,
2022-10-11,ABW,173551,89878,83673,
2022-10-11,AFG,11951964,10987211,10303193,
2022-10-11,AGO,,,,
2022-10-11,AIA,,,,
2022-10-11,ALB,,,,
2022-10-11,AND,,,,
2022-10-11,ARG,109936932,41360565,34750962,31040271
2022-10-11,ARM,,,,
2022-10-11,AUS,,,,
2022-10-11,AUT,,,,
2022-10-11,BDI,,,,
2022-10-11,BEL,28303119,9254197,9158597,10414871
2022-10-11,BEN,,,,
2022-10-11,BFA,,,,
2022-10-11,BGD,,,,
2022-10-11,BGR,4560501,,2072412,
2022-10-11,BHR,3472078,1240705,1226175,1005198
2022-10-11,BHS,,,,
2022-10-11,BLR,,,,
2022-10-11,BLZ,,,,
2022-10-11,BRA,473062796,187377009,172308697,118811893
2022-10-11,BRB,,,,
2022-10-11,BRN,,,,
2022-10-11,BTN,,,,
2022-10-11,BWA,,,,
2022-10-11,CAF,,,,
2022-10-11,CAN,90881794,33472137,31599657,25810000
2022-10-11,CHE,16067406,6092916,,4081955
2022-10-11,CHL,62430922,18072356,17683152,27250130
2022-10-11,CHN,3437728000,,,
2022-10-11,CIV,,,,
2022-10-11,CMR,,,,
2022-10-11,COD,,,,
2022-10-11,COK,,,,
2022-10-11,COL,,,,
2022-10-11,CRI,,,,
2022-10-11,CUB,42158933,10706313,9994988,8599206
2022-10-11,CUW,255827,108514,99884,47429
2022-10-11,CYM,,,,
2022-10-11,CYP,,,,
2022-10-11,CZE,18182685,6974948,6890339,4728721
2022-10-11,DEU,186590769,64821482,63507778,60441729
2022-10-11,DJI,,,,
2022-10-11,DNK,,,,
2022-10-11,DOM,16056768,7285543,6051087,2474078
2022-10-11,ECU,,,,
2022-10-11,EGY,,,,
2022-10-11,ESP,,,,
2022-10-11,EST,2060927,867236,859654,550699
2022-10-11,ETH,,,,
2022-10-11,FIN,12860792,4522245,4343629,3994918
2022-10-11,FJI,,,,
2022-10-11,FRA,150344234,54607605,53103110,43715721
2022-10-11,GAB,,,,
2022-10-11,GEO,,,,
2022-10-11,GHA,,,,
2022-10-11,GIB,,,,
2022-10-11,GIN,,,,
2022-10-11,GMB,,,,
2022-10-11,GNB,,,,
2022-10-11,GRC,21498250,7929042,7639164,6507909
2022-10-11,GRD,,,,
2022-10-11,GTM,,,,
2022-10-11,GUY,,,,
2022-10-11,HKG,19635947,6880734,6718708,6036505
2022-10-11,HND,,,,
2022-10-11,HRV,5311360,2318743,2248929,
2022-10-11,HTI,,,,
2022-10-11,HUN,,6418580,6205067,4250802
2022-10-11,IDN,,,,
2022-10-11,IND,2190521299,1026544838,949019254,214957207
2022-10-11,IRL,11075756,4105615,4060436,3151000
2022-10-11,IRN,,,,
2022-10-11,IRQ,,,,
2022-10-11,ISR,18280353,6721088,6157106,5402159
2022-10-11,ITA,141232278,50915510,47928485,43898283
2022-10-11,JAM,,,,
